"Original Lines" OPINIONLEXICON SENTISTRENGTH SOCAL HAPPINESSINDEX SANN EMOTICONSDS SENTIMENT140 STANFORD AFINN MPQA NRCHASHTAG EMOLEX EMOTICONS PANAST SASA SENTIWORDNET VADER UMIGON
"rt @msf_brasil pessoas vivem tuberculose tb #tadjiquistão sofrem falta medicamentos específicos https t co clj " Negative Negative Negative Positive Negative Positive Positive Negative Negative Negative Negative Negative Neutral Neutral Positive Negative Negative Negative
"batatas tubérculos então consumo excessivo gera tuberculose " Negative Negative Negative Neutral Neutral Positive Positive Negative Neutral Negative Positive Neutral Neutral Neutral Neutral Negative Neutral Neutral
"rt @akasmariana tuberculose vem tubérculos https t co gw96vagksa " Neutral Neutral Neutral Neutral Neutral Positive Positive Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"rt @akasmariana tuberculose vem tubérculos https t co gw96vagksa " Neutral Neutral Neutral Neutral Neutral Positive Positive Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"rt @msf_brasil #tadjiquistão realmente vejo importância trabalho aqui ana paula cavalheiro infectologista #msf https " Positive Positive Positive Positive Positive Positive Positive Negative Positive Neutral Positive Positive Neutral Neutral Positive Positive Positive Positive
"tuberculose vem tubérculos https t co gw96vagksa " Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"tô tossindo igual cachorro tuberculose pqp " Neutral Positive Positive Positive Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Negative Neutral Negative
"ta mo frio trem to quase tendo gripe suina tuberculose pneomonia " Negative Negative Negative Negative Negative Positive Negative Negative Neutral Neutral Positive Negative Neutral Neutral Neutral Positive Neutral Neutral
"voltou tuberculose jeito " Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral
"@mfreire30 pensava tuberculose doença podias comer batatas tubérculos " Neutral Negative Neutral Positive Neutral Positive Negative Negative Neutral Neutral Negative Negative Neutral Neutral Neutral Positive Neutral Negative
"rt @minsaude tosse 3 semanas pode ser tuberculose procure unidade saúde #tbtemcura saiba https t co o5b1t3 " Neutral Neutral Neutral Positive Positive Positive Negative Negative Neutral Neutral Negative Negative Neutral Neutral Neutral Positive Neutral Negative
"rt @msf_brasil pessoas vivem tuberculose tb #tadjiquistão sofrem falta medicamentos específicos https t co clj " Negative Negative Negative Positive Negative Positive Positive Negative Negative Negative Negative Negative Neutral Neutral Positive Negative Negative Negative
"rt @msf_brasil #tadjiquistão realmente vejo importância trabalho aqui ana paula cavalheiro infectologista #msf https " Positive Positive Positive Positive Positive Positive Positive Negative Positive Neutral Positive Positive Neutral Neutral Positive Positive Positive Positive
"@nilmoretto @cdnleon #horadepocafe trocadilhos ruins pokemon sofre tuberculose é blastosse " Negative Negative Negative Neutral Negative Positive Negative Negative Negative Negative Negative Negative Neutral Neutral Negative Negative Negative Negative
"tava super afim d dormir p q parar d tossir estado terminal d tuberculose " Positive Positive Negative Positive Positive Positive Negative Negative Positive Positive Negative Negative Neutral Neutral Neutral Positive Neutral Negative
"@melcomlimao tuberculose é foda " Negative Negative Negative Neutral Negative Neutral Negative Negative Negative Neutral Neutral Neutral Neutral Neutral Negative Neutral Negative Negative
"@laurenjbrasill vc bota cara tuberculose aí fica difícil " Negative Negative Negative Neutral Negative Positive Negative Negative Negative Neutral Negative Neutral Neutral Neutral Negative Negative Neutral Neutral
"@darlanamott vez ri betoneira tuberculose https t co w2b3rqrpof " Neutral Neutral Positive Positive Neutral Positive Negative Negative Neutral Neutral Positive Neutral Neutral Neutral Neutral Positive Neutral Neutral
"necrose caseosa característica tuberculose moçoroca restos celulares encerrado borda inflamatória nítida granuloma " Positive Neutral Positive Neutral Neutral Positive Negative Negative Neutral Negative Positive Negative Neutral Neutral Neutral Negative Neutral Neutral
"rt @k_almeeida mano milena ta tuberculose " Neutral Neutral Neutral Neutral Neutral Positive Positive Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"mano milena ta tuberculose " Neutral Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"tuberculose tá matando " Negative Negative Neutral Neutral Neutral Negative Negative Neutral Negative Neutral Negative Negative Neutral Neutral Neutral Neutral Negative Neutral
"acho tuberculose " Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral
"vou morrer tuberculose aqui " Negative Neutral Negative Neutral Neutral Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Neutral Negative Negative Neutral
"estaria c tuberculose " Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Negative Positive Neutral Neutral
"daniel ta tuberculose " Neutral Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"@ohumorwrestling bray ta so tuberculose mano vsf " Neutral Neutral Neutral Neutral Neutral Positive Positive Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral
"sobreviveu 3 naufrágios tuberculose época pré antibióticos https t co gxdokx19av " Neutral Negative Negative Neutral Neutral Positive Negative Neutral Positive Neutral Positive Positive Neutral Neutral Positive Negative Positive Neutral
"@ccasru pra respirar porra fica q nego tuberculose " Negative Neutral Neutral Neutral Negative Positive Negative Negative Negative Neutral Negative Neutral Neutral Neutral Negative Positive Neutral Negative
"hoje menino morreu tuberculose aqui hospital dor to pessima " Negative Negative Negative Negative Negative Positive Negative Neutral Negative Negative Positive Negative Neutral Neutral Neutral Negative Negative Negative
"mariana falou tubérculose joelho " Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Neutral Neutral Neutral
"parece q to tuberculose porra tosse caralho " Negative Neutral Negative Neutral Negative Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Neutral Negative Neutral Negative
"rt @lelecvca @aloneamerican04 bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb tuberculose ai ai b d pra mim " Neutral Positive Neutral Neutral Neutral Positive Positive Negative Neutral Neutral Negative Neutral Neutral Neutral Negative Negative Neutral Neutral
"@aloneamerican04 bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb tuberculose ai ai b d pra mim " Neutral Positive Neutral Neutral Neutral Positive Positive Negative Neutral Neutral Positive Neutral Neutral Neutral Negative Negative Neutral Neutral
"@nwtivo vc tossindo parece tuberculose " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Positive Neutral Neutral Negative
"@mombaque faz tempo 1 bilhão pessoas morreram tuberculose epidemias gripe hj vc compra https t co owknjvkzjo " Negative Negative Negative Positive Neutral Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Positive Positive Negative Negative
"@thai_sancrf ta tuberculose nv " Neutral Neutral Neutral Neutral Neutral Positive Positive Neutral Neutral Neutral Positive Neutral Neutral Neutral Negative Neutral Neutral Neutral
"vítimas mineração ilegal povo yanomami sendo envenenado mercúrio contraindo hiv tuberculose https t co virpezywpp " Negative Negative Negative Positive Neutral Positive Negative Negative Negative Neutral Negative Negative Neutral Neutral Neutral Negative Negative Neutral
"tuberculose april ta ativando novo afff " Neutral Neutral Positive Neutral Neutral Positive Neutral Negative Neutral Neutral Positive Neutral Neutral Neutral Positive Positive Neutral Neutral
"semana tossindo voz aceito tuberculose " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Positive Neutral Positive Neutral Neutral Neutral Neutral Positive Neutral Negative
"dá vontade chegar falar oq arrombada vai lá tosse direito vai morrer tuberculose prendendo catarro " Positive Negative Negative Negative Positive Positive Negative Negative Negative Positive Negative Negative Neutral Neutral Neutral Negative Negative Negative
"deus to tuberculose " Neutral Neutral Neutral Positive Neutral Positive Positive Neutral Positive Neutral Neutral Positive Neutral Neutral Negative Positive Neutral Neutral
"hoje vacinação orientação dst tuberculose distribuição preservativo caminhada prol vítimas https t co p1li7kmkyv " Positive Negative Negative Neutral Positive Positive Positive Negative Negative Neutral Positive Positive Neutral Neutral Neutral Positive Neutral Neutral
"acho q tô tuberculose n outra explicação pra tanta tosse " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Neutral Neutral Negative Neutral Neutral Neutral Negative Negative Neutral Negative
"@_mariareiss sai vc pega tuberculose c neguinhos q falar mh gripe " Neutral Neutral Neutral Neutral Neutral Positive Negative Negative Negative Neutral Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral
"@metalgeisha boêmio nada boêmio morrer tuberculose mal século " Negative Negative Negative Negative Negative Positive Positive Negative Negative Negative Positive Negative Neutral Neutral Negative Negative Neutral Neutral
"rt @marcela_lmpt acho q to tuberculose " Neutral Neutral Neutral Neutral Neutral Positive Positive Negative Neutral Neutral Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral
"gostaria parar tossir idosa tuberculose " Positive Neutral Neutral Neutral Positive Positive Negative Negative Positive Positive Negative Neutral Neutral Neutral Positive Positive Neutral Negative
"galera mó nova morrendo pneumonia tuberculose q tenso " Negative Negative Negative Negative Negative Positive Negative Neutral Negative Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Neutral
"projeto tuberculose ta foda " Negative Negative Negative Neutral Negative Positive Neutral Neutral Negative Neutral Negative Neutral Neutral Neutral Negative Neutral Negative Negative
"rt @msf_brasil pessoas vivem tuberculose tb #tadjiquistão sofrem falta medicamentos específicos https t co clj " Negative Negative Negative Positive Negative Positive Positive Negative Negative Negative Negative Negative Neutral Neutral Positive Negative Negative Negative
"@jndrsnds vírus tuberculose tubercovírus " Negative Neutral Negative Neutral Negative Neutral Negative Neutral Neutral Negative Neutral Negative Neutral Neutral Negative Negative Neutral Neutral
"@anngedill n é tuberculose " Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Negative Neutral Neutral Neutral
"lembro show pv dia 20 04 piorei sei é virose bactéria vírus tuberculose sei paro tossir " Negative Neutral Negative Neutral Negative Positive Negative Negative Negative Negative Negative Negative Neutral Neutral Negative Positive Neutral Negative
"@moblitlitch @laridot @gordinhodeterno @murotriste falar jaspis tuberculose bate " Neutral Neutral Positive Neutral Neutral Positive Neutral Neutral Neutral Neutral Neutral Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @msf_brasil #tadjiquistão realmente vejo importância trabalho aqui ana paula cavalheiro infectologista #msf https " Positive Positive Positive Positive Positive Positive Positive Negative Positive Neutral Positive Positive Neutral Neutral Positive Positive Positive Positive
"@codeunb é tuberculose ouve beautiful resolve " Positive Positive Positive Positive Neutral Positive Positive Positive Positive Positive Positive Positive Neutral Neutral Negative Positive Positive Positive
"rt @minsaude tosse 3 semanas pode ser tuberculose procure unidade saúde #tbtemcura saiba https t co o5b1t3 " Neutral Neutral Neutral Positive Positive Positive Negative Negative Neutral Neutral Negative Negative Neutral Neutral Neutral Positive Neutral Negative
"pessoas vem fala fulano morrue tuberculose ce viu falo ataok ai alguem chegs fala ganhei doguinho choro " Positive Negative Positive Positive Positive Positive Negative Neutral Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Negative
"rt @ziamprovoca olha tuberculose sala daí https t co kb1quxk7cx " Neutral Neutral Neutral Neutral Neutral Positive Neutral Negative Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"olha tuberculose sala daí https t co kb1quxk7cx " Neutral Neutral Neutral Neutral Neutral Positive Negative Neutral Neutral Neutral Negative Neutral Neutral Neutral Neutral Positive Neutral Neutral
"will tentando provar tava tuberculose melhor coisa semana " Positive Positive Neutral Neutral Positive Positive Negative Negative Positive Positive Negative Positive Neutral Neutral Positive Positive Positive Positive
"rt @msf_brasil leia diário bordo ana cavalheiro infectologista msf trabalhou #tadjiquistão projeto tb https t c " Positive Neutral Neutral Negative Neutral Positive Positive Negative Neutral Neutral Negative Positive Neutral Neutral Neutral Negative Neutral Neutral
"rt @dsacademybr inteligência artificial pode ajudar diagnosticar tuberculose https t co vraoidus1z #ai #nvidia " Positive Neutral Positive Neutral Neutral Positive Negative Negative Positive Neutral Negative Positive Neutral Neutral Positive Positive Positive Neutral
